"Rank","NCT Number","Title","Recruitment","Study Results","Conditions","Interventions","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Types","Study Designs","Other IDs","First Received","Start Date","Completion Date","Last Updated","Last Verified","Results First Received","Acronym","Primary Completion Date","Outcome Measures","URL"
384,"NCT00006353","Radiation Therapy With or Without Temozolomide in Treating Patients With Newly Diagnosed Glioblastoma Multiforme","Completed","No Results Available","Brain and Central Nervous System Tumors","Drug: temozolomide|Radiation: radiation therapy","European Organisation for Research and Treatment of Cancer - EORTC|NCIC Clinical Trials Group","All","18 Years to 70 Years   (Adult, Senior)","Phase 3","575","Other","Interventional","Primary Purpose: Treatment","EORTC-26981-22981|EORTC-26981|CAN-NCIC-CE3|EORTC-22981","October 4, 2000","July 2000","null","September 20, 2012","September 2012","No Study Results Posted","null","March 2002","","https://ClinicalTrials.gov/show/NCT00006353"
385,"NCT02661282","Autologous Cytomegalovirus (CMV)-Specific Cytotoxic T Cells for Glioblastoma (GBM) Patients","Recruiting","No Results Available","Glioblastoma|Gliosarcoma","Drug: Temozolomide|Biological: T Cell Infusion|Procedure: Surgery|Behavioral: Phone Calls","M.D. Anderson Cancer Center|Marnie Rose Foundation|Gateway for Cancer Research","All","18 Years and older   (Adult, Senior)","Phase 1|Phase 2","54","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: No masking|Primary Purpose: Treatment","2014-0899|NCI-2016-00183","January 14, 2016","June 2016","June 2020","May 4, 2017","May 2017","No Study Results Posted","null","June 2020","Maximum Tolerated Dose (MTD) of CMV-T Cells|Immunological Effects in Tumor Tissue|Tumor-Mediated Immune Suppression at the Effector Location|Overall Survival (OS)","https://ClinicalTrials.gov/show/NCT02661282"
386,"NCT00401180","Docetaxel and Temozolomide in Treating Patients With Metastatic Cancer","Completed","No Results Available","Unspecified Adult Solid Tumor, Protocol Specific","Drug: docetaxel|Drug: temozolomide","The Cleveland Clinic|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","Phase 1","25","Other|NIH","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","CASE-CCF-4737|P30CA043703","November 16, 2006","June 2002","July 2008","July 6, 2011","September 2007","No Study Results Posted","null","July 2008","Maximum tolerated dose|Dose-limiting toxicity","https://ClinicalTrials.gov/show/NCT00401180"
387,"NCT01478854","Neural Progenitor Cell Sparing Radiation Therapy Plus Temozolomide","Active, not recruiting","No Results Available","Glioblastoma Multiforme","Radiation: Radiation|Drug: Chemotherapy","Sidney Kimmel Comprehensive Cancer Center","All","18 Years and older   (Adult, Senior)","","30","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","J-10100|NA_00042009","November 3, 2011","May 2011","January 2016","November 17, 2015","November 2015","No Study Results Posted","null","January 2016","NPC Sparing|radiation dose sparing assessment|Number of Participants with Cognitive Adverse Events|Oral assessments after treatment","https://ClinicalTrials.gov/show/NCT01478854"
388,"NCT02308527","Activity Study of Bevacizumab With Temozolomide ± Irinotecan for Neuroblastoma in Children","Recruiting","No Results Available","Neuroblastoma","Drug: Bevacizumab|Drug: Temozolomide|Drug: Temozolomide|Drug: Irinotecan|Drug: Bevacizumab|Drug: Topotecan|Drug: Temozolomide","University of Birmingham|Cancer Research UK|Roche Pharma AG","All","1 Year to 21 Years   (Child, Adult)","Phase 2","160","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Factorial Assignment|Masking: No masking|Primary Purpose: Treatment","RG_11-087|2012-000072-42","September 10, 2014","July 2013","January 2022","May 5, 2017","May 2017","No Study Results Posted","BEACON","July 2018","Best response (Complete Response or Partial Response) while on trial treatment, within 18 or 24 weeks depending on the arm of the trial participant is randomised to.|To evaluate the toxicity of the regimens|To evaluate the safety of the regimens|To evaluate the overall safety of the regimens","https://ClinicalTrials.gov/show/NCT02308527"
389,"NCT02092038","Preoperative Chemoradiation for Glioblastoma","Completed","No Results Available","Glioblastoma","Drug: Temozolomide|Radiation: partial brain irradiation|Procedure: stereotactic biopsy of brain tumor|Procedure: craniotomy and tumor resection","Tampa General Hospital","All","18 Years to 80 Years   (Adult, Senior)","Phase 1","1","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","TGH0001","March 11, 2014","November 2014","July 2015","November 7, 2015","November 2015","No Study Results Posted","null","July 2015","toxicity of treatment per Common Toxicity Criteria for Adverse Effects V3.0|Feasibility of measurement of O(6)-Methylguanine-DNA methyltransferase (MGMT) activity on stereotactic samples|progression free survival|overall survival","https://ClinicalTrials.gov/show/NCT02092038"
390,"NCT02343549","A Phase II Study of Optune (NovoTTF) in Combination With Bevacizumab (BEV) and Temozolomide (TMZ) in Patients With Newly Diagnosed Unresectable Glioblastoma (GBM)","Recruiting","No Results Available","Cancer of Brain and Nervous System","Device: bevacizumab, NovoTTF100A, temozolomide","Ashley Love Sumrall|NovoCure Ltd.|Carolinas Healthcare System","All","22 Years and older   (Adult, Senior)","Phase 2","46","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","LCI-NEU-NOV-001|00010270","January 16, 2015","January 2015","June 2017","February 3, 2017","February 2017","No Study Results Posted","null","June 2017","Survival at 12 months","https://ClinicalTrials.gov/show/NCT02343549"
391,"NCT00385398","QOL-Stereotactic RadioSurgery, Temozolomide + Erlotinib-Rx of 1-3 Brain Metastases in NSCLC","Withdrawn","No Results Available","Lung Cancer|Metastatic Cancer","Drug: erlotinib hydrochloride|Drug: temozolomide|Radiation: stereotactic radiosurgery","University of Medicine and Dentistry of New Jersey|National Cancer Institute (NCI)|Schering-Plough|Genentech, Inc.|Rutgers, The State University of New Jersey","All","18 Years and older   (Adult, Senior)","Phase 2","0","Other|NIH|Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","030601|P30CA072720|0220060108|CINJ-NJ1506|CDR0000539474","October 5, 2006","July 2008","December 2008","August 29, 2013","August 2013","No Study Results Posted","null","December 2008","Cognitive function|Tumor response|Time to tumor progression in brain|Survival|Quality of life as measured by FACT subscale|Physical functioning as measured by Karnofsky performance status and Katz index of activities of daily living|Frequency of O6-methylguanine-DNA methyltransferase promoter methylation","https://ClinicalTrials.gov/show/NCT00385398"
392,"NCT00602576","Temozolomide and Sorafenib in Treating Patients With Metastatic or Unresectable Melanoma","Unknown status","No Results Available","Melanoma (Skin)","Drug: sorafenib tosylate|Drug: temozolomide","University of Pennsylvania|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","Phase 2","167","Other|NIH","Interventional","Allocation: Randomized|Masking: Open Label|Primary Purpose: Treatment","CDR0000580808|UPCC-06604|UPCC-802514|SPRI-UPCC-06604","January 25, 2008","January 2005","null","August 12, 2009","August 2009","No Study Results Posted","null","March 2008","Progression-free survival|Response rate|Development of new brain metastasis","https://ClinicalTrials.gov/show/NCT00602576"
393,"NCT00033709","Temozolomide and Thalidomide in Treating Patients With Metastatic, Locally Advanced, or Unresectable Leiomyosarcoma","Unknown status","No Results Available","Sarcoma","Drug: temozolomide|Drug: thalidomide","Herbert Irving Comprehensive Cancer Center|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","Phase 2","null","Other|NIH","Interventional","Primary Purpose: Treatment","CDR0000069314|CPMC-IRB-14323|NCI-G02-2060","April 9, 2002","March 2002","null","January 3, 2014","May 2005","No Study Results Posted","null","null","Response (complete and partial response)|Time to progression|Overall survival|Clinical benefit","https://ClinicalTrials.gov/show/NCT00033709"
394,"NCT00920595","Study of CEP-9722 as Single-Agent Therapy and as Combination Therapy With Temozolomide in Patients With Advanced Solid Tumors","Completed","No Results Available","Solid Tumor","Drug: CEP-9722","Cephalon|Teva Pharmaceutical Industries","All","18 Years and older   (Adult, Senior)","Phase 1","26","Industry","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","C9722/1065/PK/FR-UK|EudraCT number: 2008-006858-18","June 11, 2009","June 2009","October 2011","August 14, 2012","August 2012","No Study Results Posted","null","October 2011","Determination of Maximum Tolerated Dose (MTD) upon Dose Limiting Toxicities (DLT) data|Pharmacokinetic parameters|Pharmacodynamics assay|Efficacy - will be assessed by the proportion of patients who achieve tumor response during the study","https://ClinicalTrials.gov/show/NCT00920595"
395,"NCT00626405","Bevacizumab and Temozolomide or Bevacizumab and Paclitaxel Albumin-Stabilized Nanoparticle Formulation and Carboplatin in Treating Patients With Stage IV Malignant Melanoma That Cannot Be Removed by Surgery","Completed","No Results Available","Melanoma (Skin)","Biological: bevacizumab|Drug: carboplatin|Drug: paclitaxel albumin-stabilized nanoparticle formulation|Drug: temozolomide","Alliance for Clinical Trials in Oncology|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","Phase 2","95","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double Blind (Participant, Investigator)|Primary Purpose: Treatment","NCCTG-N0775|NCI-2009-00667|CDR0000587708","February 28, 2008","August 2008","November 2012","August 12, 2016","August 2016","No Study Results Posted","null","July 2010","Progression-free survival at 6 months|Toxicity as measured by NCI CTCAE version 3.0|Tumor response rate|Overall survival|Percent change in number of T, B, NK and dendritic cells from baseline|Percent change in plasma concentrations of IL-1β, IL-1rα, IL-2, IL-4, IL-5, IL-6, IL-7, IL-8, IL-9, IL-10, IL-12(p70), IL-13, IL-15, IL-17, G-CSF, GM-CSF, IFN-γ, IP-10, MCP-1, MIP-1α, MIP-1β, PDGF, RANTES, TNF-α, and VEGF from baseline","https://ClinicalTrials.gov/show/NCT00626405"
396,"NCT00805961","RT, Temozolomide, and Bevacizumab Followed by Bevacizumab/Everolimus in First-line Treatment of GBM","Completed","Has Results","Glioblastoma Multiforme","Radiation: Radiation therapy|Drug: Temozolomide|Drug: Bevacizumab|Drug: Bevacizumab|Drug: Everolimus","SCRI Development Innovations, LLC|Genentech, Inc.|Novartis","All","18 Years and older   (Adult, Senior)","Phase 2","68","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","SCRI CNS 10","December 9, 2008","January 2009","May 2013","July 1, 2013","August 2012","August 22, 2012","null","October 2009","Progression-free Survival (PFS)|To Assess the Toxicity of This Novel Multimodality Regimen|To Assess the Overall Survival of Patients With Glioblastoma Multiforme Following Treatment With This Novel Multimodality Regimen|To Assess the Complete Response Rate of Patients With Glioblastoma Multiforme Following Treatment With This Novel Multimodality Regimen","https://ClinicalTrials.gov/show/NCT00805961"
397,"NCT01478321","Efficacy of Hypofractionated XRT w/Bev. + Temozolomide for Recurrent Gliomas","Active, not recruiting","No Results Available","Adult Anaplastic Astrocytoma|Adult Anaplastic Ependymoma|Adult Anaplastic Oligodendroglioma|Adult Giant Cell Glioblastoma|Adult Glioblastoma","Drug: Temozolomide|Radiation: hypofractionated radiation therapy|Biological: bevacizumab|Other: questionnaire administration","Northwestern University","All","18 Years and older   (Adult, Senior)","Phase 2","63","Other","Interventional","Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","NU 11C02|STU00053636|NCI CTRP#","November 17, 2011","November 2011","November 2019","March 28, 2017","March 2017","No Study Results Posted","null","November 2018","OS|Change in neurological status|Safety profile|PFS","https://ClinicalTrials.gov/show/NCT01478321"
398,"NCT02311920","Ipilimumab and/or Nivolumab in Combination With Temozolomide in Treating Patients With Newly Diagnosed Glioblastoma or Gliosarcoma","Recruiting","No Results Available","Gliosarcoma|Supratentorial Glioblastoma","Biological: Ipilimumab|Other: Laboratory Biomarker Analysis|Biological: Nivolumab|Drug: Temozolomide","National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","Phase 1","42","NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: No masking|Primary Purpose: Treatment","NCI-2014-02404|PNRG-BN002_R05PAPP02|NRG-BN002|U10CA180868","December 8, 2014","April 2015","null","April 24, 2017","April 2017","No Study Results Posted","null","July 2017","Immune-related DLTs for the combination of ipilimumab and nivolumab when given with temozolomide|Immune-related DLTs for the single-agent treatment with nivolumab|Immune-related dose-limiting toxicities (DLTs) for the single-agent treatment with ipilimumab|Biomarker analysis of immune cells within tumor samples using standard immunohistochemistry|Incidence of adverse events, graded using the National Cancer Institute Common Terminology Criteria for Adverse Events version 4.0|Number of patients who are alive","https://ClinicalTrials.gov/show/NCT02311920"
399,"NCT02520635","Supra-early Post-Surgery Chemotherapy in the Treatment on GBM Patients","Recruiting","No Results Available","Glioblastoma","Drug: supra-early TEMODAL® chemotherapy|Drug: standard TEMODAL® chemotherapy|Radiation: Radiotherapy 60Gy","Beijing Tiantan Hospital","All","18 Years to 70 Years   (Adult, Senior)","Phase 4","100","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","B0008","June 26, 2015","January 2015","December 2017","October 6, 2016","October 2016","No Study Results Posted","null","December 2016","progression free survival|Overall Survival (OS)|Objective Response Rate|Treatment-related adverse event","https://ClinicalTrials.gov/show/NCT02520635"
400,"NCT01220271","A Study Combining LY2157299 With Temozolomide-based Radiochemotherapy in Patients With Newly Diagnosed Malignant Glioma","Completed","No Results Available","Glioma","Drug: LY2157299|Drug: Radiation|Drug: Temozolomide","Eli Lilly and Company","All","18 Years and older   (Adult, Senior)","Phase 1|Phase 2","75","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","11585|H9H-MC-JBAI","October 12, 2010","April 2011","November 2016","February 15, 2017","February 2017","No Study Results Posted","null","August 2015","Phase 1: Recommended dose for Phase 2 portion|Phase 2: Relationship of change in response biomarker to clinical benefit|Phase 1: Pharmacokinetics - Concentration Maximum|Phase 1: Number of patients with a tumor response|Phase 2: Overall Survival at 12 Months|Phase 2: Overall Survival|Phase 2: Progression Free Survival|Phase 2: Proportion of patients achieving an objective response (Response Rate)|Phase 2: Duration of tumor Response|Phase 2: Time to Treatment Failure|Phase 1: Pharmacokinetics - Time to Concentration Maximum|Phase 1: Pharmacokinetics - Area under the Curve|Phase 2: Change from baseline in MD Anderson Symptom Inventory - Brain Tumor","https://ClinicalTrials.gov/show/NCT01220271"
401,"NCT02805179","A Study of High-Dose Chemoradiation Using Biologically-Based Target Volume Definition in Patients With Glioblastoma","Not yet recruiting","No Results Available","Glioma","Radiation: High Dose Radiation|Drug: Temozolomide","University of Michigan Cancer Center","All","18 Years and older   (Adult, Senior)","Phase 2","30","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","UMCC 2012.006|HUM00107355","May 12, 2016","September 2016","null","August 11, 2016","August 2016","No Study Results Posted","null","June 2019","Number of patients alive at 12 months|Number of patients alive without progression at 12 months|Radiographic response rate|Calculated difference between tumor volume measured by 11C Methionine Positron Emission Tomography (MET-PET) and diffusion MRI","https://ClinicalTrials.gov/show/NCT02805179"
402,"NCT02943733","Safety of TAS-102 in Combination With Temozolomide for Metastatic Pancreatic NETs","Not yet recruiting","No Results Available","Neuroendocrine Tumors|Neoplasms|Cancer|Tumors","Drug: TAS-102|Drug: Temozolomide","University of Wisconsin, Madison|National Cancer Institute (NCI)|Taiho Pharmaceutical Co., Ltd.","All","18 Years and older   (Adult, Senior)","Phase 1","39","Other|NIH|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","UW16034|P30CA014520|NCI-2016-01567|2016-0930","October 21, 2016","November 2016","August 2020","October 21, 2016","October 2016","No Study Results Posted","null","August 2019","Part 1: Maximum Tolerated Dose (MTD) of TAS-102|Part 2: Overall Response Rate|Part 2: Progression Free Survival (PFS)|Part 2: Overall Survival|Part 2: Disease Control Rate|Part 2: Duration of Response|Part 2: Safety and Tolerability, Assessed per RECIST Criteria|Part 2: Biochemical Response defined as normalization or >50% reduction in levels of Chromogranin A","https://ClinicalTrials.gov/show/NCT02943733"
403,"NCT00876993","Study of Irinotecan and Bevacizumab With Temozolomide in Refractory/Relapsed Central Nervous System (CNS) Tumors","Completed","No Results Available","Central Nervous System Tumors","Drug: Bevacizumab|Drug: Irinotecan|Drug: Temozolomide","Johns Hopkins All Children's Hospital|V Foundation","All","18 Months to 23 Years   (Child, Adult)","Phase 1","26","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","ACH-CNS-001","April 6, 2009","September 2008","September 2015","May 17, 2017","May 2017","No Study Results Posted","null","September 2015","To conduct a phase I study to evaluate the safety of this combination of chemotherapy agents.|To determine the response of children with recurrent or refractory central nervous system tumors with this combination of chemotherapy agents.|To compare the response and toxicity with historical controls with the same disease.|To estimate the 2 and 5 year survival with children treated with this regimen.|To provide safety and efficacy data for to recommend further larger studies.","https://ClinicalTrials.gov/show/NCT00876993"
404,"NCT00003176","Temozolomide and Carmustine in Treating Patients With Anaplastic Glioma","Unknown status","No Results Available","Brain and Central Nervous System Tumors","Drug: carmustine|Drug: temozolomide","North American Brain Tumor Consortium|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","Phase 2","82","Other|NIH","Interventional","Primary Purpose: Treatment","CDR0000065986|NABTC-9701|NCI-T96-0082","November 1, 1999","January 1998","null","December 13, 2008","January 2007","No Study Results Posted","null","null","","https://ClinicalTrials.gov/show/NCT00003176"
405,"NCT00020150","Temozolomide and O6-benzylguanine in Treating Children With Solid Tumors","Completed","No Results Available","Brain and Central Nervous System Tumors|Childhood Germ Cell Tumor|Extragonadal Germ Cell Tumor|Kidney Cancer|Liver Cancer|Neuroblastoma|Ovarian Cancer|Sarcoma|Unspecified Childhood Solid Tumor, Protocol Specific","Drug: O6-benzylguanine|Drug: temozolomide","National Cancer Institute (NCI)","All","up to 21 Years   (Child, Adult)","Phase 1","null","NIH","Interventional","Primary Purpose: Treatment","CDR0000067880|NCI-00-C-0105I|NCI-237","July 11, 2001","June 2000","null","April 28, 2015","August 2004","No Study Results Posted","null","null","","https://ClinicalTrials.gov/show/NCT00020150"
406,"NCT00021307","Temozolomide Plus Carboplatin in Treating Patients With Recurrent Glioblastoma Multiforme","Withdrawn","No Results Available","Brain and Central Nervous System Tumors","Drug: carboplatin|Drug: temozolomide","Fox Chase Cancer Center|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","Phase 1|Phase 2","0","Other|NIH","Interventional","Primary Purpose: Treatment","FCCC-01004|CDR0000068768|NCI-G01-1981","July 11, 2001","null","April 2002","July 10, 2013","July 2013","No Study Results Posted","null","April 2002","","https://ClinicalTrials.gov/show/NCT00021307"
407,"NCT00014261","Temozolomide Plus PEG-Interferon Alfa-2B in Treating Patients With Advanced Solid Tumors","Completed","No Results Available","Unspecified Adult Solid Tumor, Protocol Specific","Biological: PEG-interferon alfa-2b|Drug: temozolomide","Dartmouth-Hitchcock Medical Center|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","Phase 1","null","Other|NIH","Interventional","Primary Purpose: Treatment","CDR0000068523|P30CA023108|DMS-0010|NCI-G01-1924","April 10, 2001","October 2000","null","March 15, 2013","March 2013","No Study Results Posted","null","November 2002","","https://ClinicalTrials.gov/show/NCT00014261"
408,"NCT00471653","Pharmacokinetics in Patients With Newly Diagnosed High-Grade Glioma Receiving Temozolomide and Radiation Therapy","Unknown status","No Results Available","Brain and Central Nervous System Tumors|Thrombocytopenia","Drug: temozolomide|Genetic: comparative genomic hybridization|Genetic: polymorphism analysis|Other: laboratory biomarker analysis|Other: pharmacological study|Radiation: radiation therapy","Sidney Kimmel Comprehensive Cancer Center|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","","150","Other|NIH","Interventional","Primary Purpose: Treatment","CDR0000543866|JHOC-J0684|JHOC-NA_00004964","May 8, 2007","November 2006","null","November 6, 2009","July 2009","No Study Results Posted","null","December 2008","Correlation of pharmacokinetics with incidence of dose-limiting toxicities|Maximum concentration of temozolomide|Polymorphisms in the MGMT repair gene","https://ClinicalTrials.gov/show/NCT00471653"
409,"NCT02137759","MRSI to Predict Response to RT/TMZ ± Belinostat in GBM","Recruiting","No Results Available","Glioblastoma Multiforme of Brain","Radiation: Standard Radiation Therapy|Drug: Standard Temozolomide|Drug: Belinostat","Emory University|Johns Hopkins University|Spectrum Pharmaceuticals, Inc|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","Phase 2","87","Other|Industry|NIH","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: No masking|Primary Purpose: Treatment","IRB00065425|Winship2434-13|U01CA172027|F30CA206291","May 9, 2014","May 2014","June 2019","April 25, 2017","April 2017","No Study Results Posted","null","May 2018","Progression Free Survival (PFS) (Cohort 1)|Maximum Tolerated Dose of Belinostat (Cohort 2a)|Progression Free Survival (PFS) (Cohort 2b)|Overall Survival|Progression Free Survival|IDS-SR score change","https://ClinicalTrials.gov/show/NCT02137759"
410,"NCT00006358","Temozolomide Plus Thalidomide in Treating Patients With Recurrent or Progressive Brain Tumor","Completed","No Results Available","Brain and Central Nervous System Tumors","Drug: temozolomide|Drug: thalidomide","North American Brain Tumor Consortium|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","Phase 2","null","Other|NIH","Interventional","Primary Purpose: Treatment","CDR0000068227|NABTC-9904","October 4, 2000","May 2000","null","July 23, 2008","October 2006","No Study Results Posted","null","null","","https://ClinicalTrials.gov/show/NCT00006358"
411,"NCT00884741","Temozolomide (TMZ) and Radiation Therapy (RT) With or Without Bevacizumab in Treating Patients With Newly Diagnosed Glioblastoma Multiforme (GBM)","Active, not recruiting","Has Results","Adult Giant Cell Glioblastoma|Adult Glioblastoma|Adult Gliosarcoma|Cognitive Side Effects of Cancer Therapy","Radiation: Radiation therapy pre-randomization|Biological: Bevacizumab|Drug: Placebo|Drug: Temozolomide pre-randomization|Drug: Temozolomide post-randomization|Radiation: Radiation therapy post-randomization","National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","Phase 3","637","NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double Blind (Participant, Care Provider, Investigator)|Primary Purpose: Treatment","NCI-2009-01670|RTOG-0825|CDR0000640428|RTOG 0825|U10CA180868|U10CA021661","April 18, 2009","April 2009","null","November 14, 2016","November 2016","December 18, 2015","null","March 2013","Overall Survival (OS)|Progression-free Survival (PFS)|Incidence of Grade 3 and Higher Treatment-related Toxicity as Assessed by the National Cancer Institute Common Terminology Criteria for Adverse Events (AEs) Version 3.0","https://ClinicalTrials.gov/show/NCT00884741"
412,"NCT00027625","Gefitinib Plus Temozolomide in Treating Patients With Malignant Primary Glioma","Completed","No Results Available","Brain and Central Nervous System Tumors","Drug: gefitinib|Drug: temozolomide","North American Brain Tumor Consortium|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","Phase 1","null","Other|NIH","Interventional","Primary Purpose: Treatment","CDR0000069049|NABTC-0102","December 7, 2001","January 2002","null","December 13, 2008","September 2003","No Study Results Posted","null","null","","https://ClinicalTrials.gov/show/NCT00027625"
413,"NCT03139331","PAZIT Study for Children and Young Adults With Relapsed or Refractory Sarcoma","Not yet recruiting","No Results Available","Sarcoma","Drug: Pazopanib|Drug: Irinotecan|Drug: Temozolomide","University of California, San Francisco|Children's Hospital & Research Center Oakland|Dana-Farber Cancer Institute","All","6 Years to 30 Years   (Child, Adult)","Phase 1","18","Other","Interventional","Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","CC#160821","April 28, 2017","May 2017","November 30, 2019","May 2, 2017","May 2017","No Study Results Posted","null","November 30, 2018","Maximum Tolerated Dose|Describing toxicities of PAZIT drug combination using the NCI CTCAE Version 4.0","https://ClinicalTrials.gov/show/NCT03139331"
414,"NCT00412503","Temozolomide in Association With Topotecan in Refractory or Relapsed Malignant Tumors in Children and Adolescents","Completed","No Results Available","Refractory Tumors|Malignant Tumors","Drug: Topotecan, Temozolomide","Gustave Roussy, Cancer Campus, Grand Paris","All","6 Months to 21 Years   (Child, Adult)","Phase 1","null","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","CSET 1197","December 15, 2006","null","null","August 6, 2009","August 2009","No Study Results Posted","null","null","- To determine MTD and DLT of each drug|To assess safety profile|To evaluate Pharmacokinetic of Temozolomide and Topotecan when associated|To assess the efficacy of the association","https://ClinicalTrials.gov/show/NCT00412503"
415,"NCT03082846","Treatment of High-grade Gliomas Using Hypofractionated Radiation Therapy -a Phase I Clinical Trial","Completed","No Results Available","Glioma|Radiotherapy, Intensity-Modulated|Maximum Tolerated Dose","Radiation: hypofractionated radiation|Drug: Temozolomide chemotherapy","Xue Xiaoying|The Second Hospital of Hebei Medical University","All","18 Years to 70 Years   (Adult, Senior)","","16","Other","Interventional","Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","phase I clinical trial-gliomas","February 22, 2017","January 1, 2014","December 3, 2016","March 17, 2017","March 2017","No Study Results Posted","null","November 7, 2016","the maximum tolerated dose(MTD)|Progression free survival","https://ClinicalTrials.gov/show/NCT03082846"
416,"NCT00003747","Carboplatin and Temozolomide in Treating Patients With Unresectable or Metastatic Melanoma","Unknown status","No Results Available","Melanoma (Skin)","Drug: carboplatin|Drug: temozolomide","Mount Vernon Cancer Centre at Mount Vernon Hospital|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","Phase 1","30","Other","Interventional","Primary Purpose: Treatment","CDR0000066867|MTVERNHOSP-OCT1998|EU-98069","November 1, 1999","October 1998","null","September 19, 2013","March 2001","No Study Results Posted","null","null","","https://ClinicalTrials.gov/show/NCT00003747"
417,"NCT00006024","Temozolomide Plus Lomustine Followed by Radiation Therapy in Treating Patients With High-Grade Malignant Glioma","Completed","No Results Available","Brain Tumor|Central Nervous System Tumor","Drug: lomustine|Drug: temozolomide","Children's Oncology Group|National Cancer Institute (NCI)","All","3 Years to 21 Years   (Child, Adult)","Phase 1","32","Other|NIH","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","ADVL0011|COG-ADVL0011|CCG-ADVL0011|CCG-A0993|CDR0000068036","July 5, 2000","November 2000","September 2006","February 11, 2014","February 2014","No Study Results Posted","null","January 2005","Progression Free Survival","https://ClinicalTrials.gov/show/NCT00006024"
418,"NCT01149850","Bevacizumab and Temozolomide in Treating Older Patients With Newly-Diagnosed Glioblastoma Multiforme or Gliosarcoma","Active, not recruiting","No Results Available","Giant Cell Glioblastoma|Glioblastoma|Gliosarcoma","Biological: bevacizumab|Drug: temozolomide|Other: laboratory biomarker analysis|Other: immunohistochemistry staining method|Genetic: microarray analysis|Genetic: DNA methylation analysis","Jonsson Comprehensive Cancer Center|Genentech, Inc.","All","70 Years and older   (Senior)","Phase 2","50","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","AVF4535s|09-06-032","June 22, 2010","April 2010","July 2018","March 10, 2017","March 2017","No Study Results Posted","null","July 2017","Overall survival|Time to progression|progression free survival","https://ClinicalTrials.gov/show/NCT01149850"
