"Rank","NCT Number","Title","Recruitment","Study Results","Conditions","Interventions","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Types","Study Designs","Other IDs","First Received","Start Date","Completion Date","Last Updated","Last Verified","Results First Received","Acronym","Primary Completion Date","Outcome Measures","URL"
1564,"NCT00004145","Chemotherapy Plus Biological Therapy Followed By Peripheral Stem Cell Transplantation in Treating Patients With Hematologic Cancer","Completed","No Results Available","Leukemia|Lymphoma|Multiple Myeloma and Plasma Cell Neoplasm|Myelodysplastic Syndromes","Biological: anti-thymocyte globulin|Drug: cyclophosphamide|Drug: fludarabine phosphate|Procedure: peripheral blood stem cell transplantation","University of Chicago|National Cancer Institute (NCI)","All","18 Years to 60 Years   (Adult)","Phase 2","16","Other|NIH","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","9581|UCCRC-9581|UCCRC-CTRC-9852|NCI-G99-1618","December 10, 1999","November 1998","August 2011","March 6, 2014","March 2014","No Study Results Posted","null","November 2003","Hematopoetic recovery and toxicities of non-myeloablative allogenic stem cell transplantation Hematopoetic recovery and toxicities of non-myeloablative allogenic stem cell transplantation","https://ClinicalTrials.gov/show/NCT00004145"
1565,"NCT00791037","Vaccine Therapy in Treating Patients With Stage IV Breast Cancer","Completed","Has Results","HER2-positive Breast Cancer|Male Breast Cancer|Recurrent Breast Cancer|Stage IV Breast Cancer","Biological: HER-2/neu peptide vaccine|Procedure: leukapheresis|Biological: ex vivo-expanded HER2-specific T cells|Drug: cyclophosphamide|Biological: sargramostim|Other: laboratory biomarker analysis","University of Washington|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","Phase 1|Phase 2","23","Other|NIH","Interventional","Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","6658|NCI-2009-01591|R01CA129517","November 13, 2008","October 2008","December 2014","April 17, 2017","April 2017","October 13, 2016","null","July 2013","Evaluate Toxicity of Infusing HER2-specific T Cells as Assessed by National Cancer Institute (NCI) Common Terminology Criteria for Adverse Events (CTCAE) v3.0|Proportion of Patients Whose T Cells Persist at a Level the Same or Greater as the Level After the Final T Cell Infusion and Subsequent Booster Immunizations as Assessed by IFN-gamma (IFN-g) ELISPOT|Development of CD4+ and CD8+ Epitope Spreading|Response of Skeletal or Bone-only Disease by FDG-PET and According to European Organization for Research and Treatment for Cancer (EORTC)","https://ClinicalTrials.gov/show/NCT00791037"
1566,"NCT01724866","Phase 2 Study of HM10460A or Pegfilgrastim Use for the Management of Neutropenia in Breast Cancer Patients","Completed","No Results Available","Neutropenia","Drug: HM10460A (45 μg/kg)|Drug: HM10460A (135 μg/kg)|Drug: HM10460A (270 μg/kg)|Drug: Pegfilgrastim 6mg","Spectrum Pharmaceuticals, Inc","All","18 Years and older   (Adult, Senior)","Phase 2","148","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","SPI-GCF-12-201","October 24, 2012","January 2013","December 2014","May 26, 2015","May 2015","No Study Results Posted","null","December 2014","Duration of severe neutropenia (DSN) in Cycle 1|Effect of Test Doses of HM10460A","https://ClinicalTrials.gov/show/NCT01724866"
1567,"NCT01516580","Intergroup Randomized Trial for Children or Adolescents With B-Cell Non Hodgkin Lymphoma or B-Acute Leukemia: Rituximab Evaluation in High Risk Patients","Recruiting","No Results Available","B-cell Non Hodgkin Lymphoma|Mature B-cell Leukemia Burkitt-type","Drug: Vincristine, cyclophosphamide, methotrexate, doxorubicin, cytarabine, ara-C|Drug: Rituximab, Vincristine, cyclophosphamide, methotrexate, doxorubicin, cytarabine, ara-C","Gustave Roussy, Cancer Campus, Grand Paris|Children's Oncology Group","All","6 Months to 17 Years   (Child)","Phase 3","600","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","Inter B-NHL Ritux 2010 Phase 3|2010-019224-31","January 19, 2012","December 2011","December 2021","February 9, 2016","February 2016","No Study Results Posted","null","June 2019","Event free survival|Survival|Acute toxicity|Long term toxicity","https://ClinicalTrials.gov/show/NCT01516580"
1568,"NCT02644655","Immunotherapy Using Autologous T Cell-Engineered With CD19-specific Chimeric Antigen Receptor for the Treatment of Recurrent /Refractory B Cell Leukemia","Recruiting","No Results Available","Recurrent B-Cell Tumor|Refractory B-Cell Tumor","Biological: CD19-specific chimeric antigen receptor","Second Military Medical University","All","18 Years and older   (Adult, Senior)","Phase 1|Phase 2","20","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","EHBHKY2015-02-007","December 12, 2015","September 2015","September 2017","December 31, 2015","September 2015","No Study Results Posted","null","March 2017","Occurrence of adverse events and tumor response rate related to study drug","https://ClinicalTrials.gov/show/NCT02644655"
1569,"NCT02208037","Novel Approaches for Graft-versus-Host Disease Prevention Compared to Contemporary Controls (BMT CTN 1203)","Active, not recruiting","No Results Available","Acute Leukemia|Chronic Myelogenous Leukemia|Myelodysplasia|Chronic Lymphocytic Leukemia|Small Lymphocytic Lymphoma|Lymphoma, B-Cell|Lymphoma, Follicular|Lymphoma, Large B-Cell, Diffuse|Hodgkin's Lymphoma","Drug: Tacrolimus (ARM with Methotrexate)|Drug: Tacrolimus (ARM with MMF and Cyclophosphamide)|Drug: Methotrexate (ARM with Maraviroc)|Drug: Methotrexate (ARM with Bortezomib)|Drug: Maraviroc|Drug: Bortezomib|Drug: Mycophenolate mofetil|Drug: Cyclophosphamide","National Heart, Lung, and Blood Institute (NHLBI)|Blood and Marrow Transplant Clinical Trials Network|National Cancer Institute (NCI)","All","18 Years to 75 Years   (Adult, Senior)","Phase 2","279","NIH|Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Prevention","BMTCTN1203|U01HL069294","August 1, 2014","August 2014","December 2018","November 21, 2016","November 2016","No Study Results Posted","null","August 2018","GVHD/progression/relapse after Hematopoietic Stem Cell Transplant|Incidence of Acute GVHD Grades II-IV|Incidence of Chronic GVHD|Immunosuppression-free Survival Rate|Hematologic Recovery (Neutrophils and Platelets)|Donor Cell Engraftment|Immune Reconstitution|Disease Relapse or Progression|Cumulative Incidence of Transplant-Related Mortality|Frequency of Grade 3 or Greater Toxicities|Incidence of Grade 2 and 3 Infections|Overall Survival|Disease-free Survival|GVHD Survival","https://ClinicalTrials.gov/show/NCT02208037"
1570,"NCT01502982","Dose Dense Chemotherapy and Rituximab for Young High Risk Diffuse Large B-Cell Lymphoma Patients (CRY-04)","Completed","No Results Available","Diffuse Large B-Cell Lymphoma","Drug: R-CHOEP14x6+HD-AraC+HD-Mtx","Nordic Lymphoma Group|Amgen","All","18 Years to 64 Years   (Adult)","Phase 2","160","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","NLG-LBC-04|2004-003075-37","December 21, 2011","November 2004","May 2014","September 27, 2014","September 2014","No Study Results Posted","CRY-04","December 2013","Time to treatment failure|Number of participants with adverse events|Clinical response rate|Time to progression|Overall survival|Incidence of CNS relapse|Molecular factors important for clinical outcome","https://ClinicalTrials.gov/show/NCT01502982"
1571,"NCT00903812","IMPACT Non Hodgkins Lymphoma (NHL) Study","Completed","No Results Available","Non-Hodgkin's Lymphoma","Other: No intervention","Amgen","All","18 Years and older   (Adult, Senior)","","1837","Industry","Observational","","20060297","May 14, 2009","February 2007","March 2014","July 14, 2014","July 2014","No Study Results Posted","null","December 2008","Proportion of subjects who had an investigator assessed risk of FN ≥20% and received primary prophylaxis G-CSF","https://ClinicalTrials.gov/show/NCT00903812"
1572,"NCT03089203","CART-PSMA-TGFβRDN Cells for Castrate-Resistant Prostate Cancer","Recruiting","No Results Available","Prostate Cancer","Biological: CART T cells|Biological: CART T cells|Drug: Cyclophosphamide 1g/m^2|Biological: CART T cells","University of Pennsylvania","Male","18 Years and older   (Adult, Senior)","Phase 1","18","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: No masking|Primary Purpose: Treatment","826250","March 20, 2017","March 8, 2017","September 8, 2021","March 23, 2017","March 2017","No Study Results Posted","null","September 8, 2020","I. Adverse Events experienced by subjects infused with CART-PSMA- TGFβRDN cells|II. Assess the clinical anti-tumor effect of CART-PSMA- TGFβRDN cells|III. Assess the clinical anti-tumor effect of CART-PSMA- TGFβRDN cells|IV. Assess the clinical anti-tumor effect of CART-PSMA- TGFβRDN cells","https://ClinicalTrials.gov/show/NCT03089203"
1573,"NCT00000801","Phase II Trial of Sequential Chemotherapy and Radiotherapy for AIDS-Related Primary Central Nervous System Lymphoma","Completed","No Results Available","Lymphoma, Non-Hodgkin|HIV Infections","Drug: Filgrastim|Drug: Vincristine sulfate|Drug: Doxorubicin hydrochloride|Drug: Cyclophosphamide|Drug: Cytarabine|Drug: Dexamethasone","National Institute of Allergy and Infectious Diseases (NIAID)","All","16 Years and older   (Child, Adult, Senior)","Phase 2","33","NIH","Interventional","Primary Purpose: Treatment","ACTG 252|ECOG E 1493","November 2, 1999","null","April 1998","October 31, 2012","October 2012","No Study Results Posted","null","null","","https://ClinicalTrials.gov/show/NCT00000801"
1574,"NCT00060346","Rituximab and Combination Chemotherapy in Treating Patients With Newly Diagnosed Waldenstrom's Macroglobulinemia","Terminated","Has Results","Lymphoma","Biological: rituximab|Drug: cyclophosphamide|Drug: Doxorubicin|Drug: Prednisone|Drug: Vincristine","Eastern Cooperative Oncology Group|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","Phase 2","16","Other|NIH","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","CDR0000301634|U10CA021115|E1A02","May 6, 2003","June 2004","August 2012","February 11, 2013","February 2013","January 10, 2013","null","December 2011","Objective Response to Treatment","https://ClinicalTrials.gov/show/NCT00060346"
1575,"NCT01585415","Vemurafenib and White Blood Cell Therapy for Advanced Melanoma","Terminated","No Results Available","Metastatic Cancer|Melanoma","Drug: Vemurafenib|Biological: Young TIL|Drug: Cyclophosphamide|Drug: Fludarabine|Drug: Aldesleukin","National Cancer Institute (NCI)|National Institutes of Health Clinical Center (CC)","All","18 Years to 66 Years   (Adult, Senior)","Phase 1","12","NIH","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","120114|12-C-0114","April 24, 2012","April 9, 2012","June 30, 2017","May 12, 2017","July 21, 2016","No Study Results Posted","null","June 30, 2017","Determine the safety of the administration of vemurafenib in conjunction with ACT consisting of autologous TIL infused along with high dose aldesleukin following a non-myeloablative lymphodepleting preparative regimen.","https://ClinicalTrials.gov/show/NCT01585415"
1576,"NCT02877303","Hyper-CVAD Regimen in Sequential Combination With Blinatumomab as Frontline Therapy for Adults With B-Cell Lineage Acute Lymphocytic Leukemia","Recruiting","No Results Available","Leukemia|Acute Lymphoblastic Leukemia","Drug: Cyclophosphamide|Drug: MESNA|Drug: Dexamethasone|Drug: Ofatumumab|Drug: Methotrexate|Drug: Doxorubicin|Drug: Vincristine|Drug: Cytarabine|Drug: Rituximab|Drug: Pegfilgrastim|Drug: G-CSF|Drug: Leucovorin|Drug: Blinatumomab|Drug: 6-Mercaptopurine|Drug: Prednisone|Behavioral: Phone Calls","M.D. Anderson Cancer Center|Amgen","All","14 Years and older   (Child, Adult, Senior)","Phase 2","60","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","2014-0845","August 19, 2016","November 2016","November 2020","March 24, 2017","March 2017","No Study Results Posted","null","November 2020","Relapse-Free Survival","https://ClinicalTrials.gov/show/NCT02877303"
1577,"NCT00022230","Combination Chemotherapy Plus Biological Therapy in Treating Patients With Stage II or Stage III Breast Cancer","Withdrawn","No Results Available","Breast Cancer","Biological: aldesleukin|Biological: filgrastim|Biological: sargramostim|Biological: therapeutic autologous lymphocytes|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: paclitaxel","Roger Williams Medical Center","Female","18 Years and older   (Adult, Senior)","Phase 1|Phase 2","0","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","CDR0000068797|RWMC-0633846","August 10, 2001","January 2000","January 2007","May 4, 2015","May 2015","No Study Results Posted","null","January 2007","Toxicity|Disease-free survival|Overall survival|Immune functions","https://ClinicalTrials.gov/show/NCT00022230"
1578,"NCT00290433","Efficacy of the HCVIDDOXIL Regimen in Patients With Newly Diagnosed Peripheral T-Cell Lymphoma","Completed","No Results Available","Lymphoma","Drug: Cyclophosphamide|Drug: Mesna|Drug: Vincristine|Drug: Methotrexate|Drug: Ara-C|Drug: Dexamethasone|Drug: G-CSF|Drug: Doxil","M.D. Anderson Cancer Center|Ortho Biotech, Inc.","All","18 Years and older   (Adult, Senior)","Phase 2","55","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","ID03-0004|NCI-2010-00445","February 10, 2006","September 2003","July 2015","July 13, 2015","July 2015","No Study Results Posted","null","July 2015","Progression-Free Survival","https://ClinicalTrials.gov/show/NCT00290433"
1579,"NCT03089411","Collection of Additional Data Followed the Study IFM 2013-04","Active, not recruiting","No Results Available","Myeloma Multiple","","Nantes University Hospital","All","18 Years to 66 Years   (Adult, Senior)","","340","Other","Observational","Observational Model: Other|Time Perspective: Retrospective","RC13_0284_03","March 20, 2017","March 20, 2017","July 15, 2017","March 23, 2017","March 2017","No Study Results Posted","null","July 15, 2017","Number of death","https://ClinicalTrials.gov/show/NCT03089411"
1580,"NCT02134262","Gene Therapy for B-Cell Non-Hodgkin Lymphoma Using CD19 CAR Gene Transduced T Lymphocytes","Unknown status","No Results Available","Relapsed or Refractory B-Cell Non-Hodgkin Lymphoma","Drug: Cyclophosphamide or Bendamustine|Genetic: Dose Level -1|Genetic: Dose Level 1|Genetic: Dose Level 2|Genetic: Dose Level 3","Jichi Medical University|Takara Bio Inc.","All","20 Years to 70 Years   (Adult, Senior)","Phase 1|Phase 2","18","Other|Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","JMU-CD19CAR","April 16, 2014","May 2014","March 2017","November 4, 2014","November 2014","No Study Results Posted","null","March 2017","Toxicity Profile|Quality test of CD19-CAR-T|Tumor shrinkage effect|Lymphocyte subset analysis of CD19-CAR-T|Human anti-mouse antibody (HAMA) test","https://ClinicalTrials.gov/show/NCT02134262"
1581,"NCT02529839","Safety and Efficacy of an Immunoablative Nonmyeloablative Conditioning Protocol for Autologous Bone Marrow Transplantation (BMT) in Patients With Multiple Sclerosis (MS)","Not yet recruiting","No Results Available","Multiple Sclerosis","Procedure: Autologous bone marrow transplantation|Drug: Fludarabine|Drug: Cyclophosphamide|Drug: Alemtuzumab","Hadassah Medical Organization","All","18 Years to 65 Years   (Adult)","","20","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","0105-15-HMO-CTIL","June 10, 2015","October 2015","October 2017","August 19, 2015","April 2015","No Study Results Posted","null","October 2017","Engraftment parameters of Neutrophils and Platelets|Transplant related mortality by Day 100|Changes in the Expanded Disability Status Scale (EDSS score, as compared to baseline)|Overall survival (OS) at 1 year|Progression-free survival (PFS) at 1 year|Changes in MRI activity","https://ClinicalTrials.gov/show/NCT02529839"
1582,"NCT00945724","Safety and Feasibility Study of Combination of State of Art Chemoimmunotherapy, Intensive Central Nervous System Prophylaxis and Scrotal Irradiation to Treat Primary Diffuse Large B-cell Lymphoma of Testis","Recruiting","No Results Available","Large B-cell Diffuse Lymphoma of Testis","Drug: Rituximab, Cyclophosphamide, Doxorubicin, Vincristine, Prednisolone, liposomal cytarabine, methotrexate","International Extranodal Lymphoma Study Group (IELSG)","Male","18 Years to 80 Years   (Adult, Senior)","Phase 2","35","Other","Interventional","Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","IELSG30|EudraCT Number 2009-011789-26","July 23, 2009","April 2009","December 2019","January 23, 2017","January 2017","No Study Results Posted","IELSG30","December 2017","Adverse events assessments|Activity of the drugs","https://ClinicalTrials.gov/show/NCT00945724"
1583,"NCT00719472","A Study of Rituximab Alternative Dosing Rate in Patients With Previously Untreated Diffuse Large B-cell or Follicular Non-Hodgkin's Lymphoma (RATE)","Completed","Has Results","Non-Hodgkin's Lymphoma","Drug: Rituximab|Drug: CHOP (cyclophosphamide, hydroxydaunorubicin [doxorubicin], Oncovin [vincristine], prednisone)|Drug: CVP (cyclophosphamide, vincristine, prednisone)|Drug: Analgesic/antipyretic and antihistamine drugs","Genentech, Inc.","All","18 Years and older   (Adult, Senior)","Phase 3","451","Industry","Interventional","Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","U4391g","July 18, 2008","July 2008","May 2011","April 10, 2017","April 2017","May 24, 2012","RATE","May 2011","Percentage of Patients Who Developed Grade 3 or 4 Infusion-related Reactions (IRR) Resulting From Faster Infusion of Rituximab During Days 1 and 2 of Cycle 2|Percentage of Patients Who Had an Adverse Event of Any Grade or Seriousness During Cycle 1|Percentage of Patients Who Had an Adverse Event of Any Grade or Seriousness During Cycle 2 Through Cycle 6 or 8 (End of Study)|Duration of Rituximab Infusion Including Dose Interruption Times|Maximum Serum Concentration (Cmax) of Rituximab Post-dose at the First Alternative Dosing Rate (Cycle 2) and the Last Cycle (Either Cycle 6 or 8)|Percentage of Patients Who Had Undetectable Levels of CD19+ Lymphocytes at Cycle 2 and Either Cycle 6 or 8 (Last Cycle)","https://ClinicalTrials.gov/show/NCT00719472"
1584,"NCT00365274","SGN-30 and Combination Chemotherapy in Treating Patients With Newly Diagnosed Anaplastic Large Cell Lymphoma","Terminated","Has Results","Anaplastic Large Cell Lymphoma","Drug: Cyclophosphamide|Drug: Doxorubicin hydrochloride|Drug: vincristine sulfate|Drug: prednisone|Drug: SGN-30","National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","Phase 2","6","NIH","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","NCI-2009-00162|2005-0627|N01CM62202|N01CM17003","August 16, 2006","August 2006","May 2010","May 29, 2014","November 2013","September 13, 2013","null","May 2010","Objective Response Rate (ORR)","https://ClinicalTrials.gov/show/NCT00365274"
1585,"NCT00634881","Alemtuzumab in Treating Patients With B-Cell Chronic Lymphocytic Leukemia","Completed","No Results Available","Chronic Lymphocytic Leukemia","Biological: Alemtuzumab i.v.|Biological: Alemtuzumab s.c.","German CLL Study Group","All","18 Years and older   (Adult, Senior)","Phase 1|Phase 2","13","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","CLL2i|CDR0000587746","March 12, 2008","November 2003","January 2010","November 22, 2016","September 2016","No Study Results Posted","null","January 2010","Dose-limiting toxicity|Maximum tolerated dose|Rate of complete minimal residual disease response|Rate of immunophenotypic remission using 4-color flow cytometry|Rate of infections (especially CMV infections and reactivations)|Rate of severe hematologic and non-hematologic side effects|Pharmacokinetics of alemtuzumab (after IV and subcutaneous administration)|Progression-free survival|Overall survival|Complete remission rate","https://ClinicalTrials.gov/show/NCT00634881"
1586,"NCT01495572","Melanoma Treatment With White Blood Cells That Destroy MART Expressing Tumor Cells","Terminated","Has Results","Metastatic Melanoma|Skin Cancer","Drug: Fludarabine|Drug: Cyclophosphamide|Drug: Aldesleukin|Drug: MART-1 Reactive CD8+ PBL","National Cancer Institute (NCI)|National Institutes of Health Clinical Center (CC)","All","18 Years and older   (Adult, Senior)","Phase 2","5","NIH","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","120045|12-C-0045","December 16, 2011","December 2011","February 2014","October 13, 2015","October 2015","May 8, 2014","null","February 2014","Clinical Tumor Response|Number of Participants With Adverse Events","https://ClinicalTrials.gov/show/NCT01495572"
1587,"NCT00886522","Intrabone Infusion of Cord Blood in Adults With Hematological Malignancies","Completed","No Results Available","Hematological Malignancies","Procedure: Intrabone cord blood infusion","St. Orsola Hospital","All","18 Years to 65 Years   (Adult)","Phase 2","23","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","152/2008/U/Sper","April 22, 2009","April 2009","May 2013","April 14, 2016","April 2016","No Study Results Posted","IBCB","May 2012","Proportion of transplanted patients with successful engraftment at day +42|Clinical response with the analysis of global survival, survival without relapse, relapse incidence|Acute and chronic GVHD incidence|Infection incidence|Chimerism study on selected populations (myeloid, lymphoid, NK)|Studies on immunological reconstitution","https://ClinicalTrials.gov/show/NCT00886522"
1588,"NCT01914718","Dose-adjusted EPOCH-R in MYC Positive DLBCL","Terminated","No Results Available","Diffuse Large B-cell Lymphoma","Drug: DA-EPOCH-R","Fudan University","All","18 Years to 70 Years   (Adult, Senior)","Phase 2","26","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","LMTG 13-02","March 2, 2013","February 2013","December 2017","August 19, 2014","August 2014","No Study Results Posted","null","December 2015","3-year progression-free survival|Objective response rate|3-year overall survival|Toxicity","https://ClinicalTrials.gov/show/NCT01914718"
1589,"NCT02375984","A Study Using Tumor-Reactive Autologous Tumor Infiltrating Lymphocytes (TIL) in Metastatic Melanomas","Recruiting","No Results Available","Metastatic Melanoma","Biological: Tumor Infiltrating Lymphocytes (TIL)","John Wayne Cancer Institute","All","18 Years and older   (Adult, Senior)","Phase 2","22","Other","Interventional","Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","TIL-TREATMENT-0614","February 25, 2015","February 2015","February 2018","February 3, 2017","February 2017","No Study Results Posted","TIL","February 2018","Clinical Response|Quality of Life","https://ClinicalTrials.gov/show/NCT02375984"
1590,"NCT01690702","Study of Nab-Paclitaxel in High Risk Early Breast Cancer","Recruiting","No Results Available","Breast Cancer","Drug: Epirubicin|Drug: nab-Paclitaxel|Drug: Cyclophosphamide|Drug: Docetaxel","German Breast Group|Celgene Corporation|Amgen","Female","18 Years and older   (Adult, Senior)","Phase 3","2886","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","GBG 68","August 29, 2012","September 2012","December 2020","February 9, 2016","February 2016","No Study Results Posted","GAIN-2","January 2020","invasive disease-free survival (IDFS)|locoregional relapse-free survival (LRRFS)|overall survival (OS)|distant disease-free survival (DDFS)|local relapse-free survival (LRFS)|regional relapse-free survival (RRFS)|brain metastasis free survival (in the subgroup of TNBC and HER2+)|compliance|safety|side effects of taxane|treatment effects by intrinsic subtypes|Ovarian substudy|Pharmacogenetic substudy|biology of lymph node metastases","https://ClinicalTrials.gov/show/NCT01690702"
1591,"NCT00795678","Chemotherapeutic Agents in Brain/Breast","Completed","No Results Available","Breast Cancer|Metastatic Cancer","Drug: capecitabine|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: gemcitabine hydrochloride|Drug: lapatinib ditosylate|Drug: paclitaxel|Drug: vinorelbine ditartrate|Drug: Trastuzumab","Case Comprehensive Cancer Center|United States Department of Defense|National Cancer Institute (NCI)","Female","18 Years and older   (Adult, Senior)","","10","Other|U.S. Fed|NIH","Observational","Observational Model: Case-Only|Time Perspective: Prospective","CASE4107|P30CA043703|CASE 4107","November 20, 2008","September 2008","April 2013","July 31, 2013","July 2013","No Study Results Posted","null","April 2013","Concentration of drug","https://ClinicalTrials.gov/show/NCT00795678"
1592,"NCT00187161","Treatment of Burkitt Lymphoma/Leukemia and B Large Cell NHL","Completed","No Results Available","Non-Hodgkin Lymphoma|Acute Lymphoblastic Leukemia, Mature B-Cell","Drug: Prednison, Vincristine, Cytarabine, Methotrexate, Etoposide, Cyclophosphamide, Doxorubicin","St. Jude Children's Research Hospital","All","up to 18 Years   (Child, Adult)","Phase 2","68","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","SJBCII","September 13, 2005","November 1994","January 2007","June 3, 2008","June 2008","No Study Results Posted","null","null","The purpose of this study is estimate the complete response, event-free survival, and overall survival in patients with small non-cleaved cell non-Hodgkin lymphoma or large cell NHL, or Burkitt leukemia/B-cell ALL treated with a modified LMP-89 regimen.","https://ClinicalTrials.gov/show/NCT00187161"
1593,"NCT00091611","Cultured White Cells Plus Interleukin-2 to Treat Advanced Kidney Cancer","Terminated","No Results Available","Kidney Neoplasms","Drug: IL-2 (interleukin-2)|Drug: OKT3|Drug: Cyclophosphamide|Drug: Fludarabine|Drug: Mesna","National Cancer Institute (NCI)|National Institutes of Health Clinical Center (CC)","All","18 Years and older   (Adult, Senior)","Phase 1","3","NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","040277|04-C-0277","September 11, 2004","September 2004","March 2008","October 25, 2012","October 2012","No Study Results Posted","null","April 2006","Determine whether Adoptive Lymphocyte Transfer in Conjunction with Preparative Lympho-depletion Chemotherapy and Interleukin-2 (IL-2) May result in Clinical Tumor Regression in Metastatic Renal Cancer","https://ClinicalTrials.gov/show/NCT00091611"
1594,"NCT00392327","Chemotherapy and Radiation Therapy in Treating Young Patients With Newly Diagnosed, Previously Untreated, High-Risk Medulloblastoma","Recruiting","No Results Available","Untreated Childhood Medulloblastoma|Untreated Childhood Pineoblastoma|Untreated Childhood Supratentorial Primitive Neuroectodermal Tumor","Radiation: Radiation Therapy|Drug: Vincristine Sulfate|Drug: Carboplatin|Drug: Cisplatin|Drug: Cyclophosphamide|Biological: Filgrastim|Drug: Isotretinoin|Other: Laboratory Biomarker Analysis|Other: Quality-of-Life Assessment","Children's Oncology Group|National Cancer Institute (NCI)","All","3 Years to 21 Years   (Child, Adult)","Phase 3","400","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","ACNS0332|NCI-2009-00336|COG-ACNS0332|CDR0000511991|R01CA114567|U10CA180886|U10CA098543","October 25, 2006","March 2007","null","August 19, 2016","August 2016","No Study Results Posted","null","June 2018","Event-free survival (EFS) percentage|Tumor response to radiation therapy with or without carboplatin|Time to death","https://ClinicalTrials.gov/show/NCT00392327"
1595,"NCT02647255","Trial of Plasma Exchange for Severe Crescentic IgA Nephropathy","Enrolling by invitation","No Results Available","Glomerulonephritis, IGA|Kidney Diseases|Acute Renal Insufficiency|Rapidly Progressive Glomerulonephritis","Procedure: Plasma Exchange (PE)|Drug: Methylprednisolone pulse","Peking University First Hospital","All","14 Years to 65 Years   (Child, Adult)","Phase 2|Phase 3","150","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: No masking|Primary Purpose: Treatment","RESCUE","December 21, 2015","December 2015","December 2019","April 4, 2017","April 2017","No Study Results Posted","RESCUE","December 2018","End-stage renal disease or death|Renal remission|Proteinuria remission","https://ClinicalTrials.gov/show/NCT02647255"
1596,"NCT02063022","Efficacy of Dose Intensification in Patients With Non-metastatic Ewing Sarcoma","Recruiting","No Results Available","Ewing's Sarcoma","Drug: Standard treatment (as per protocol ISG SSG III)|Drug: Intensified chemotherapy","Italian Sarcoma Group","All","up to 40 Years   (Child, Adult)","Phase 3","220","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: No masking|Primary Purpose: Treatment","ISG/AIEOP EW-1","February 21, 2013","February 2009","December 2017","April 26, 2017","March 2017","No Study Results Posted","EW-1","December 2017","Event Free Survival (EFS)|Disease Free Survival (DFS)|Metastasis Free Survival|Overall Survival (OS)","https://ClinicalTrials.gov/show/NCT02063022"
